"pid","grp","duration","entry","exit","num"
5902,"inactive",203,198,597,7046
5903,"inactive",203,198,590,7046
5907,"inactive",203,198,590,7046
5908,"inactive",203,198,590,7046
5932,"inactive",204,199,590,7046
5933,"inactive",204,199,593,7046
5936,"inactive",204,199,591,7046
5949,"inactive",205,200,593,7046
5957,"inactive",205,200,596,7046
5958,"inactive",205,200,594,7046
5959,"inactive",205,200,606,7046
5960,"inactive",205,200,593,7046
5963,"inactive",205,200,596,7046
5979,"inactive",206,201,597,7046
5981,"inactive",206,201,599,7046
5987,"inactive",206,201,604,7046
6000,"inactive",206,201,600,7046
6007,"inactive",207,202,598,7046
6010,"inactive",207,202,602,7046
6013,"inactive",207,202,599,7046
6019,"inactive",207,202,603,7046
6020,"inactive",207,202,603,7046
6030,"inactive",207,202,602,7046
6037,"inactive",208,203,604,7046
6041,"inactive",208,203,604,7046
6049,"inactive",208,203,608,7046
6062,"inactive",209,204,607,7046
6064,"inactive",209,204,606,7046
6072,"inactive",209,204,607,7046
6073,"inactive",209,204,605,7046
6083,"inactive",209,204,610,7046
6084,"inactive",209,204,611,7046
6087,"inactive",209,204,613,7046
6097,"inactive",210,205,611,7046
6100,"inactive",210,205,611,7046
6108,"inactive",210,205,614,7046
6109,"inactive",210,205,610,7046
6112,"inactive",210,205,613,7046
6118,"inactive",211,206,614,7046
6120,"inactive",211,206,614,7046
6122,"inactive",211,206,612,7046
6127,"inactive",211,206,619,7046
6129,"inactive",211,206,616,7046
6131,"inactive",211,206,614,7046
6134,"inactive",211,206,613,7046
6137,"inactive",211,206,614,7046
6140,"inactive",211,206,617,7046
6145,"inactive",211,206,614,7046
6161,"inactive",212,207,618,7046
6164,"inactive",212,207,618,7046
6168,"inactive",212,207,619,7046
6175,"inactive",213,208,626,7046
6181,"inactive",213,208,619,7046
6182,"inactive",213,208,622,7046
6201,"inactive",213,208,620,7046
6206,"inactive",213,208,623,7046
6219,"inactive",214,209,625,7046
6229,"inactive",214,209,627,7046
6230,"inactive",214,209,629,7046
6231,"inactive",214,209,630,7046
6238,"inactive",214,209,631,7046
6254,"inactive",215,210,631,7046
6261,"inactive",215,210,630,7046
6271,"inactive",215,210,630,7046
6274,"inactive",216,211,632,7046
6277,"inactive",216,211,636,7046
6282,"inactive",216,211,637,7046
6290,"inactive",216,211,638,7046
6291,"inactive",216,211,639,7046
6299,"inactive",216,211,639,7046
6302,"inactive",216,211,638,7046
6304,"inactive",216,211,637,7046
6308,"inactive",217,212,638,7046
6309,"inactive",217,212,639,7046
6310,"inactive",217,212,640,7046
6312,"inactive",217,212,640,7046
6313,"inactive",217,212,635,7046
6333,"inactive",218,213,638,7046
6334,"inactive",218,213,643,7046
6336,"inactive",218,213,640,7046
6339,"inactive",218,213,642,7046
6342,"inactive",218,213,642,7046
6352,"inactive",218,213,641,7046
6353,"inactive",218,213,644,7046
6357,"inactive",218,213,642,7046
6367,"inactive",219,214,641,7046
6372,"inactive",219,214,642,7046
6374,"inactive",219,214,647,7046
6376,"inactive",219,214,649,7046
6393,"inactive",220,215,648,7046
6406,"inactive",220,215,648,7046
6412,"inactive",220,215,648,7046
6416,"inactive",220,215,654,7046
6423,"inactive",221,216,651,7046
6442,"inactive",221,216,653,7046
6457,"inactive",222,217,655,7046
6467,"inactive",222,217,658,7046
6480,"inactive",222,217,658,7046
6481,"inactive",222,217,657,7046
6493,"inactive",223,218,659,7046
6496,"inactive",223,218,660,7046
6500,"inactive",223,218,668,7046
6519,"inactive",224,219,660,7046
6533,"inactive",224,219,664,7046
6540,"inactive",224,219,664,7046
6541,"inactive",224,219,669,7046
6542,"inactive",224,219,668,7046
6543,"inactive",224,219,665,7046
6547,"inactive",225,220,666,7046
6550,"inactive",225,220,667,7046
6575,"inactive",226,221,674,7046
6578,"inactive",226,221,672,7046
6583,"inactive",226,221,667,7046
6585,"inactive",226,221,671,7046
6586,"inactive",226,221,672,7046
6592,"inactive",226,221,673,7046
6593,"inactive",226,221,675,7046
6596,"inactive",226,221,671,7046
6608,"inactive",227,222,675,7046
6622,"inactive",227,222,674,7046
6625,"inactive",227,222,684,7046
6642,"inactive",227,222,681,7046
6645,"inactive",227,222,679,7046
6651,"inactive",228,223,678,7046
6676,"inactive",229,224,683,7046
6686,"inactive",229,224,683,7046
6719,"inactive",230,225,689,7046
6725,"inactive",230,225,689,7046
6742,"inactive",231,226,695,7046
6746,"inactive",231,226,691,7046
6747,"inactive",231,226,691,7046
6757,"inactive",232,227,693,7046
6761,"inactive",232,227,693,7046
6762,"inactive",232,227,696,7046
6771,"inactive",232,227,698,7046
6774,"inactive",232,227,695,7046
6775,"inactive",232,227,693,7046
6777,"inactive",232,227,694,7046
6779,"inactive",232,227,697,7046
6797,"inactive",233,228,699,7046
6804,"inactive",233,228,696,7046
6829,"inactive",234,229,702,7046
6842,"inactive",235,230,704,7046
6855,"inactive",235,230,708,7046
6866,"inactive",235,230,706,7046
6868,"inactive",235,230,706,7046
6870,"inactive",236,231,705,7046
6871,"inactive",236,231,708,7046
6875,"inactive",236,231,709,7046
6888,"inactive",236,231,711,7046
6889,"inactive",236,231,708,7046
6904,"inactive",236,231,708,7046
6907,"inactive",237,232,714,7046
6921,"inactive",237,232,712,7046
6939,"inactive",237,232,712,7046
6941,"inactive",238,233,715,7046
6942,"inactive",238,233,714,7046
6946,"inactive",238,233,713,7046
6947,"inactive",238,233,719,7046
6950,"inactive",238,233,723,7046
6955,"inactive",238,233,720,7046
6958,"inactive",238,233,718,7046
6960,"inactive",238,233,717,7046
6968,"inactive",239,234,714,7046
7002,"inactive",240,235,720,7046
7003,"inactive",240,235,721,7046
7019,"inactive",241,236,722,7046
7026,"inactive",241,236,724,7046
7027,"inactive",241,236,723,7046
7034,"inactive",241,236,724,7046
7107,"inactive",244,239,263,7046
7117,"inactive",244,239,269,7046
7124,"inactive",244,239,267,7046
7129,"inactive",244,239,269,7046
4,"wait",1,0,31,7046
4,"vac",10,0,31,7046
4,"obs",15,0,31,7046
16,"wait",1,0,25,7046
16,"vac",4,0,25,7046
16,"obs",15,0,25,7046
24,"wait",1,0,26,7046
24,"vac",4,0,26,7046
24,"obs",15,0,26,7046
30,"wait",1,0,30,7046
30,"vac",8,0,30,7046
30,"obs",15,0,30,7046
34,"wait",1,0,30,7046
34,"vac",8,0,30,7046
34,"obs",15,0,30,7046
36,"wait",1,1,25,7046
36,"vac",3,1,25,7046
36,"obs",15,1,25,7046
41,"wait",1,1,26,7046
41,"vac",4,1,26,7046
41,"obs",15,1,26,7046
51,"wait",2,1,33,7046
51,"vac",8,1,33,7046
51,"obs",15,1,33,7046
61,"wait",3,1,32,7046
61,"vac",6,1,32,7046
61,"obs",15,1,32,7046
62,"wait",3,1,29,7046
62,"vac",3,1,29,7046
62,"obs",15,1,29,7046
67,"wait",4,1,31,7046
67,"vac",5,1,31,7046
67,"obs",15,1,31,7046
72,"wait",4,2,38,7046
72,"vac",12,2,38,7046
72,"obs",15,2,38,7046
84,"wait",6,2,34,7046
84,"vac",5,2,34,7046
84,"obs",15,2,34,7046
98,"wait",7,2,33,7046
98,"vac",2,2,33,7046
98,"obs",15,2,33,7046
111,"wait",8,3,36,7046
111,"vac",4,3,36,7046
111,"obs",15,3,36,7046
114,"wait",8,3,36,7046
114,"vac",4,3,36,7046
114,"obs",15,3,36,7046
120,"wait",9,3,37,7046
120,"vac",4,3,37,7046
120,"obs",15,3,37,7046
122,"wait",9,3,36,7046
122,"vac",3,3,36,7046
122,"obs",15,3,36,7046
127,"wait",10,3,41,7046
127,"vac",7,3,41,7046
127,"obs",15,3,41,7046
135,"wait",10,4,40,7046
135,"vac",5,4,40,7046
135,"obs",15,4,40,7046
144,"wait",11,4,44,7046
144,"vac",8,4,44,7046
144,"obs",15,4,44,7046
160,"wait",12,4,40,7046
160,"vac",3,4,40,7046
160,"obs",15,4,40,7046
172,"wait",14,5,45,7046
172,"vac",5,5,45,7046
172,"obs",15,5,45,7046
175,"wait",14,5,42,7046
175,"vac",2,5,42,7046
175,"obs",15,5,42,7046
190,"wait",15,5,52,7046
190,"vac",11,5,52,7046
190,"obs",15,5,52,7046
192,"wait",15,5,45,7046
192,"vac",3,5,45,7046
192,"obs",15,5,45,7046
205,"wait",16,5,48,7046
205,"vac",6,5,48,7046
205,"obs",15,5,48,7046
215,"wait",17,6,53,7046
215,"vac",9,6,53,7046
215,"obs",15,6,53,7046
220,"wait",17,6,51,7046
220,"vac",6,6,51,7046
220,"obs",15,6,51,7046
225,"wait",18,6,47,7046
225,"vac",2,6,47,7046
225,"obs",15,6,47,7046
235,"wait",19,6,53,7046
235,"vac",7,6,53,7046
235,"obs",15,6,53,7046
251,"wait",20,7,50,7046
251,"vac",2,7,50,7046
251,"obs",15,7,50,7046
263,"wait",21,7,55,7046
263,"vac",5,7,55,7046
263,"obs",15,7,55,7046
265,"wait",21,7,54,7046
265,"vac",4,7,54,7046
265,"obs",15,7,54,7046
271,"wait",21,8,57,7046
271,"vac",7,8,57,7046
271,"obs",15,8,57,7046
273,"wait",22,8,52,7046
273,"vac",2,8,52,7046
273,"obs",15,8,52,7046
276,"wait",22,8,56,7046
276,"vac",5,8,56,7046
276,"obs",15,8,56,7046
278,"wait",22,8,52,7046
278,"vac",1,8,52,7046
278,"obs",15,8,52,7046
286,"wait",22,8,57,7046
286,"vac",5,8,57,7046
286,"obs",15,8,57,7046
288,"wait",22,8,56,7046
288,"vac",5,8,56,7046
288,"obs",15,8,56,7046
293,"wait",23,9,61,7046
293,"vac",9,9,61,7046
293,"obs",15,9,61,7046
297,"wait",23,9,59,7046
297,"vac",6,9,59,7046
297,"obs",15,9,59,7046
334,"wait",27,10,64,7046
334,"vac",6,10,64,7046
334,"obs",15,10,64,7046
336,"wait",27,10,63,7046
336,"vac",5,10,63,7046
336,"obs",15,10,63,7046
338,"wait",27,10,64,7046
338,"vac",6,10,64,7046
338,"obs",15,10,64,7046
344,"wait",28,10,63,7046
344,"vac",3,10,63,7046
344,"obs",15,10,63,7046
354,"wait",28,11,62,7046
354,"vac",2,11,62,7046
354,"obs",15,11,62,7046
359,"wait",29,11,68,7046
359,"vac",7,11,68,7046
359,"obs",15,11,68,7046
362,"wait",29,11,68,7046
362,"vac",7,11,68,7046
362,"obs",15,11,68,7046
363,"wait",29,11,73,7046
363,"vac",12,11,73,7046
363,"obs",15,11,73,7046
366,"wait",29,11,66,7046
366,"vac",4,11,66,7046
366,"obs",15,11,66,7046
379,"wait",31,12,75,7046
379,"vac",12,12,75,7046
379,"obs",15,12,75,7046
385,"wait",31,12,79,7046
385,"vac",15,12,79,7046
385,"obs",15,12,79,7046
390,"wait",32,12,73,7046
390,"vac",8,12,73,7046
390,"obs",15,12,73,7046
395,"wait",32,12,75,7046
395,"vac",9,12,75,7046
395,"obs",15,12,75,7046
413,"wait",34,13,73,7046
413,"vac",6,13,73,7046
413,"obs",15,13,73,7046
414,"wait",34,13,69,7046
414,"vac",2,13,69,7046
414,"obs",15,13,69,7046
418,"wait",34,13,76,7046
418,"vac",8,13,76,7046
418,"obs",15,13,76,7046
441,"wait",37,14,77,7046
441,"vac",5,14,77,7046
441,"obs",15,14,77,7046
447,"wait",37,14,79,7046
447,"vac",7,14,79,7046
447,"obs",15,14,79,7046
466,"wait",39,15,78,7046
466,"vac",3,15,78,7046
466,"obs",15,15,78,7046
469,"wait",39,15,79,7046
469,"vac",4,15,79,7046
469,"obs",15,15,79,7046
481,"wait",40,16,78,7046
481,"vac",2,16,78,7046
481,"obs",15,16,78,7046
487,"wait",40,16,88,7046
487,"vac",12,16,88,7046
487,"obs",15,16,88,7046
490,"wait",40,16,84,7046
490,"vac",7,16,84,7046
490,"obs",15,16,84,7046
491,"wait",40,16,84,7046
491,"vac",7,16,84,7046
491,"obs",15,16,84,7046
498,"wait",41,16,84,7046
498,"vac",5,16,84,7046
498,"obs",15,16,84,7046
499,"wait",41,16,83,7046
499,"vac",5,16,83,7046
499,"obs",15,16,83,7046
525,"wait",43,17,86,7046
525,"vac",4,17,86,7046
525,"obs",15,17,86,7046
528,"wait",44,17,85,7046
528,"vac",2,17,85,7046
528,"obs",15,17,85,7046
531,"wait",45,17,86,7046
531,"vac",3,17,86,7046
531,"obs",15,17,86,7046
534,"wait",45,17,90,7046
534,"vac",6,17,90,7046
534,"obs",15,17,90,7046
535,"wait",45,17,90,7046
535,"vac",6,17,90,7046
535,"obs",15,17,90,7046
544,"wait",46,18,92,7046
544,"vac",8,18,92,7046
544,"obs",15,18,92,7046
546,"wait",46,18,88,7046
546,"vac",3,18,88,7046
546,"obs",15,18,88,7046
553,"wait",46,18,90,7046
553,"vac",4,18,90,7046
553,"obs",15,18,90,7046
575,"wait",48,19,95,7046
575,"vac",7,19,95,7046
575,"obs",15,19,95,7046
592,"wait",50,19,92,7046
592,"vac",2,19,92,7046
592,"obs",15,19,92,7046
601,"wait",50,20,95,7046
601,"vac",4,20,95,7046
601,"obs",15,20,95,7046
606,"wait",52,20,100,7046
606,"vac",7,20,100,7046
606,"obs",15,20,100,7046
621,"wait",53,20,96,7046
621,"vac",3,20,96,7046
621,"obs",15,20,96,7046
623,"wait",54,20,98,7046
623,"vac",3,20,98,7046
623,"obs",15,20,98,7046
624,"wait",54,20,102,7046
624,"vac",7,20,102,7046
624,"obs",15,20,102,7046
636,"wait",54,21,105,7046
636,"vac",8,21,105,7046
636,"obs",15,21,105,7046
640,"wait",54,21,101,7046
640,"vac",4,21,101,7046
640,"obs",15,21,101,7046
641,"wait",54,21,101,7046
641,"vac",5,21,101,7046
641,"obs",15,21,101,7046
649,"wait",55,21,104,7046
649,"vac",6,21,104,7046
649,"obs",15,21,104,7046
658,"wait",56,22,102,7046
658,"vac",3,22,102,7046
658,"obs",15,22,102,7046
676,"wait",58,22,106,7046
676,"vac",5,22,106,7046
676,"obs",15,22,106,7046
688,"wait",59,22,110,7046
688,"vac",8,22,110,7046
688,"obs",15,22,110,7046
695,"wait",59,23,111,7046
695,"vac",8,23,111,7046
695,"obs",15,23,111,7046
697,"wait",60,23,105,7046
697,"vac",2,23,105,7046
697,"obs",15,23,105,7046
700,"wait",61,23,112,7046
700,"vac",8,23,112,7046
700,"obs",15,23,112,7046
724,"wait",62,23,112,7046
724,"vac",5,23,112,7046
724,"obs",15,23,112,7046
727,"wait",63,23,110,7046
727,"vac",3,23,110,7046
727,"obs",15,23,110,7046
730,"wait",63,23,113,7046
730,"vac",5,23,113,7046
730,"obs",15,23,113,7046
732,"wait",63,24,115,7046
732,"vac",7,24,115,7046
732,"obs",15,24,115,7046
739,"wait",64,24,116,7046
739,"vac",7,24,116,7046
739,"obs",15,24,116,7046
756,"wait",65,24,117,7046
756,"vac",6,24,117,7046
756,"obs",15,24,117,7046
759,"wait",66,24,119,7046
759,"vac",8,24,119,7046
759,"obs",15,24,119,7046
761,"wait",66,24,119,7046
761,"vac",8,24,119,7046
761,"obs",15,24,119,7046
765,"wait",66,24,116,7046
765,"vac",5,24,116,7046
765,"obs",15,24,116,7046
767,"wait",67,24,118,7046
767,"vac",6,24,118,7046
767,"obs",15,24,118,7046
770,"wait",67,25,122,7046
770,"vac",9,25,122,7046
770,"obs",15,25,122,7046
774,"wait",67,25,118,7046
774,"vac",5,25,118,7046
774,"obs",15,25,118,7046
782,"wait",68,25,117,7046
782,"vac",3,25,117,7046
782,"obs",15,25,117,7046
783,"wait",68,25,118,7046
783,"vac",4,25,118,7046
783,"obs",15,25,118,7046
786,"wait",68,25,115,7046
786,"vac",1,25,115,7046
786,"obs",15,25,115,7046
789,"wait",68,25,117,7046
789,"vac",3,25,117,7046
789,"obs",15,25,117,7046
790,"wait",68,25,120,7046
790,"vac",5,25,120,7046
790,"obs",15,25,120,7046
791,"wait",69,25,121,7046
791,"vac",7,25,121,7046
791,"obs",15,25,121,7046
798,"wait",70,25,124,7046
798,"vac",8,25,124,7046
798,"obs",15,25,124,7046
807,"wait",70,26,124,7046
807,"vac",7,26,124,7046
807,"obs",15,26,124,7046
808,"wait",70,26,119,7046
808,"vac",2,26,119,7046
808,"obs",15,26,119,7046
812,"wait",71,26,121,7046
812,"vac",4,26,121,7046
812,"obs",15,26,121,7046
819,"wait",71,26,128,7046
819,"vac",9,26,128,7046
819,"obs",15,26,128,7046
828,"wait",72,27,127,7046
828,"vac",8,27,127,7046
828,"obs",15,27,127,7046
832,"wait",72,27,124,7046
832,"vac",4,27,124,7046
832,"obs",15,27,124,7046
834,"wait",72,27,124,7046
834,"vac",3,27,124,7046
834,"obs",15,27,124,7046
839,"wait",73,27,123,7046
839,"vac",1,27,123,7046
839,"obs",15,27,123,7046
840,"wait",73,27,125,7046
840,"vac",4,27,125,7046
840,"obs",15,27,125,7046
841,"wait",73,27,127,7046
841,"vac",5,27,127,7046
841,"obs",15,27,127,7046
846,"wait",73,27,126,7046
846,"vac",4,27,126,7046
846,"obs",15,27,126,7046
850,"wait",74,28,129,7046
850,"vac",6,28,129,7046
850,"obs",15,28,129,7046
852,"wait",74,28,129,7046
852,"vac",6,28,129,7046
852,"obs",15,28,129,7046
862,"wait",75,28,130,7046
862,"vac",6,28,130,7046
862,"obs",15,28,130,7046
874,"wait",76,28,128,7046
874,"vac",3,28,128,7046
874,"obs",15,28,128,7046
884,"wait",78,28,132,7046
884,"vac",4,28,132,7046
884,"obs",15,28,132,7046
895,"wait",78,29,133,7046
895,"vac",5,29,133,7046
895,"obs",15,29,133,7046
911,"wait",80,29,139,7046
911,"vac",9,29,139,7046
911,"obs",15,29,139,7046
916,"wait",80,29,138,7046
916,"vac",7,29,138,7046
916,"obs",15,29,138,7046
922,"wait",81,29,138,7046
922,"vac",7,29,138,7046
922,"obs",15,29,138,7046
923,"wait",81,30,134,7046
923,"vac",3,30,134,7046
923,"obs",15,30,134,7046
928,"wait",82,30,138,7046
928,"vac",6,30,138,7046
928,"obs",15,30,138,7046
929,"wait",82,30,141,7046
929,"vac",8,30,141,7046
929,"obs",15,30,141,7046
941,"wait",82,30,141,7046
941,"vac",7,30,141,7046
941,"obs",15,30,141,7046
942,"wait",82,30,142,7046
942,"vac",8,30,142,7046
942,"obs",15,30,142,7046
950,"wait",83,31,141,7046
950,"vac",6,31,141,7046
950,"obs",15,31,141,7046
957,"wait",84,31,141,7046
957,"vac",5,31,141,7046
957,"obs",15,31,141,7046
963,"wait",84,31,139,7046
963,"vac",3,31,139,7046
963,"obs",15,31,139,7046
972,"wait",86,31,142,7046
972,"vac",5,31,142,7046
972,"obs",15,31,142,7046
976,"wait",86,31,146,7046
976,"vac",8,31,146,7046
976,"obs",15,31,146,7046
979,"wait",86,31,144,7046
979,"vac",5,31,144,7046
979,"obs",15,31,144,7046
982,"wait",86,32,144,7046
982,"vac",5,32,144,7046
982,"obs",15,32,144,7046
991,"wait",87,32,144,7046
991,"vac",4,32,144,7046
991,"obs",15,32,144,7046
993,"wait",87,32,144,7046
993,"vac",3,32,144,7046
993,"obs",15,32,144,7046
999,"wait",88,32,142,7046
999,"vac",1,32,142,7046
999,"obs",15,32,142,7046
1000,"wait",88,32,150,7046
1000,"vac",8,32,150,7046
1000,"obs",15,32,150,7046
1004,"wait",88,32,148,7046
1004,"vac",6,32,148,7046
1004,"obs",15,32,148,7046
1010,"wait",89,33,145,7046
1010,"vac",3,33,145,7046
1010,"obs",15,33,145,7046
1012,"wait",89,33,153,7046
1012,"vac",10,33,153,7046
1012,"obs",15,33,153,7046
1015,"wait",89,33,153,7046
1015,"vac",10,33,153,7046
1015,"obs",15,33,153,7046
1029,"wait",90,33,157,7046
1029,"vac",13,33,157,7046
1029,"obs",15,33,157,7046
1030,"wait",90,33,148,7046
1030,"vac",4,33,148,7046
1030,"obs",15,33,148,7046
1033,"wait",90,33,146,7046
1033,"vac",2,33,146,7046
1033,"obs",15,33,146,7046
1036,"wait",91,33,149,7046
1036,"vac",5,33,149,7046
1036,"obs",15,33,149,7046
1037,"wait",91,33,147,7046
1037,"vac",2,33,147,7046
1037,"obs",15,33,147,7046
1038,"wait",91,33,151,7046
1038,"vac",5,33,151,7046
1038,"obs",15,33,151,7046
1043,"wait",91,34,149,7046
1043,"vac",3,34,149,7046
1043,"obs",15,34,149,7046
1070,"wait",93,35,153,7046
1070,"vac",5,35,153,7046
1070,"obs",15,35,153,7046
1078,"wait",93,35,153,7046
1078,"vac",3,35,153,7046
1078,"obs",15,35,153,7046
1087,"wait",94,36,162,7046
1087,"vac",11,36,162,7046
1087,"obs",15,36,162,7046
1091,"wait",95,36,158,7046
1091,"vac",6,36,158,7046
1091,"obs",15,36,158,7046
1099,"wait",96,36,158,7046
1099,"vac",5,36,158,7046
1099,"obs",15,36,158,7046
1109,"wait",96,36,155,7046
1109,"vac",2,36,155,7046
1109,"obs",15,36,155,7046
1115,"wait",97,36,164,7046
1115,"vac",9,36,164,7046
1115,"obs",15,36,164,7046
1126,"wait",98,37,162,7046
1126,"vac",6,37,162,7046
1126,"obs",15,37,162,7046
1129,"wait",98,37,158,7046
1129,"vac",2,37,158,7046
1129,"obs",15,37,158,7046
1131,"wait",99,37,161,7046
1131,"vac",5,37,161,7046
1131,"obs",15,37,161,7046
1139,"wait",100,37,163,7046
1139,"vac",5,37,163,7046
1139,"obs",15,37,163,7046
1141,"wait",100,37,160,7046
1141,"vac",3,37,160,7046
1141,"obs",15,37,160,7046
1149,"wait",100,38,164,7046
1149,"vac",6,38,164,7046
1149,"obs",15,38,164,7046
1156,"wait",100,38,166,7046
1156,"vac",7,38,166,7046
1156,"obs",15,38,166,7046
1159,"wait",100,38,164,7046
1159,"vac",5,38,164,7046
1159,"obs",15,38,164,7046
1160,"wait",100,38,165,7046
1160,"vac",5,38,165,7046
1160,"obs",15,38,165,7046
1163,"wait",101,38,164,7046
1163,"vac",4,38,164,7046
1163,"obs",15,38,164,7046
1165,"wait",101,38,168,7046
1165,"vac",8,38,168,7046
1165,"obs",15,38,168,7046
1168,"wait",101,38,166,7046
1168,"vac",5,38,166,7046
1168,"obs",15,38,166,7046
1169,"wait",101,38,163,7046
1169,"vac",2,38,163,7046
1169,"obs",15,38,163,7046
1178,"wait",102,39,164,7046
1178,"vac",2,39,164,7046
1178,"obs",15,39,164,7046
1192,"wait",104,39,167,7046
1192,"vac",3,39,167,7046
1192,"obs",15,39,167,7046
1193,"wait",104,39,172,7046
1193,"vac",9,39,172,7046
1193,"obs",15,39,172,7046
1200,"wait",104,39,167,7046
1200,"vac",3,39,167,7046
1200,"obs",15,39,167,7046
1203,"wait",104,39,171,7046
1203,"vac",6,39,171,7046
1203,"obs",15,39,171,7046
1206,"wait",104,40,169,7046
1206,"vac",4,40,169,7046
1206,"obs",15,40,169,7046
1210,"wait",105,40,172,7046
1210,"vac",7,40,172,7046
1210,"obs",15,40,172,7046
1212,"wait",105,40,170,7046
1212,"vac",5,40,170,7046
1212,"obs",15,40,170,7046
1215,"wait",105,40,171,7046
1215,"vac",5,40,171,7046
1215,"obs",15,40,171,7046
1225,"wait",106,40,173,7046
1225,"vac",6,40,173,7046
1225,"obs",15,40,173,7046
1227,"wait",106,40,170,7046
1227,"vac",2,40,170,7046
1227,"obs",15,40,170,7046
1228,"wait",106,40,170,7046
1228,"vac",2,40,170,7046
1228,"obs",15,40,170,7046
1233,"wait",107,40,172,7046
1233,"vac",4,40,172,7046
1233,"obs",15,40,172,7046
1242,"wait",107,41,174,7046
1242,"vac",5,41,174,7046
1242,"obs",15,41,174,7046
1245,"wait",108,41,171,7046
1245,"vac",1,41,171,7046
1245,"obs",15,41,171,7046
1247,"wait",108,41,175,7046
1247,"vac",6,41,175,7046
1247,"obs",15,41,175,7046
1258,"wait",109,41,174,7046
1258,"vac",3,41,174,7046
1258,"obs",15,41,174,7046
1260,"wait",109,41,177,7046
1260,"vac",5,41,177,7046
1260,"obs",15,41,177,7046
1261,"wait",109,41,176,7046
1261,"vac",5,41,176,7046
1261,"obs",15,41,176,7046
1264,"wait",109,42,176,7046
1264,"vac",4,42,176,7046
1264,"obs",15,42,176,7046
1278,"wait",110,42,178,7046
1278,"vac",5,42,178,7046
1278,"obs",15,42,178,7046
1293,"wait",112,42,178,7046
1293,"vac",3,42,178,7046
1293,"obs",15,42,178,7046
1303,"wait",113,43,183,7046
1303,"vac",7,43,183,7046
1303,"obs",15,43,183,7046
1311,"wait",114,43,184,7046
1311,"vac",7,43,184,7046
1311,"obs",15,43,184,7046
1314,"wait",114,43,184,7046
1314,"vac",6,43,184,7046
1314,"obs",15,43,184,7046
1320,"wait",115,43,181,7046
1320,"vac",3,43,181,7046
1320,"obs",15,43,181,7046
1333,"wait",115,44,185,7046
1333,"vac",5,44,185,7046
1333,"obs",15,44,185,7046
1344,"wait",116,44,185,7046
1344,"vac",4,44,185,7046
1344,"obs",15,44,185,7046
1346,"wait",116,44,186,7046
1346,"vac",4,44,186,7046
1346,"obs",15,44,186,7046
1347,"wait",116,44,187,7046
1347,"vac",5,44,187,7046
1347,"obs",15,44,187,7046
1348,"wait",116,44,184,7046
1348,"vac",2,44,184,7046
1348,"obs",15,44,184,7046
1353,"wait",117,44,187,7046
1353,"vac",4,44,187,7046
1353,"obs",15,44,187,7046
1370,"wait",118,45,192,7046
1370,"vac",8,45,192,7046
1370,"obs",15,45,192,7046
1374,"wait",119,45,190,7046
1374,"vac",5,45,190,7046
1374,"obs",15,45,190,7046
1383,"wait",119,46,187,7046
1383,"vac",2,46,187,7046
1383,"obs",15,46,187,7046
1427,"wait",124,47,197,7046
1427,"vac",5,47,197,7046
1427,"obs",15,47,197,7046
1433,"wait",124,48,196,7046
1433,"vac",4,48,196,7046
1433,"obs",15,48,196,7046
1438,"wait",124,48,199,7046
1438,"vac",6,48,199,7046
1438,"obs",15,48,199,7046
1447,"wait",125,48,199,7046
1447,"vac",5,48,199,7046
1447,"obs",15,48,199,7046
1448,"wait",125,48,198,7046
1448,"vac",4,48,198,7046
1448,"obs",15,48,198,7046
1449,"wait",125,48,199,7046
1449,"vac",5,48,199,7046
1449,"obs",15,48,199,7046
1451,"wait",125,48,202,7046
1451,"vac",8,48,202,7046
1451,"obs",15,48,202,7046
1455,"wait",125,49,201,7046
1455,"vac",6,49,201,7046
1455,"obs",15,49,201,7046
1472,"wait",127,49,201,7046
1472,"vac",4,49,201,7046
1472,"obs",15,49,201,7046
1481,"wait",127,50,204,7046
1481,"vac",6,50,204,7046
1481,"obs",15,50,204,7046
1484,"wait",127,50,206,7046
1484,"vac",8,50,206,7046
1484,"obs",15,50,206,7046
1500,"wait",129,50,208,7046
1500,"vac",8,50,208,7046
1500,"obs",15,50,208,7046
1505,"wait",129,50,207,7046
1505,"vac",6,50,207,7046
1505,"obs",15,50,207,7046
1511,"wait",129,50,206,7046
1511,"vac",6,50,206,7046
1511,"obs",15,50,206,7046
1517,"wait",130,51,207,7046
1517,"vac",5,51,207,7046
1517,"obs",15,51,207,7046
1526,"wait",131,51,209,7046
1526,"vac",5,51,209,7046
1526,"obs",15,51,209,7046
1548,"wait",133,52,212,7046
1548,"vac",7,52,212,7046
1548,"obs",15,52,212,7046
1555,"wait",134,52,215,7046
1555,"vac",9,52,215,7046
1555,"obs",15,52,215,7046
1564,"wait",134,52,210,7046
1564,"vac",2,52,210,7046
1564,"obs",15,52,210,7046
1571,"wait",135,52,212,7046
1571,"vac",4,52,212,7046
1571,"obs",15,52,212,7046
1591,"wait",136,53,217,7046
1591,"vac",6,53,217,7046
1591,"obs",15,53,217,7046
1594,"wait",137,53,220,7046
1594,"vac",9,53,220,7046
1594,"obs",15,53,220,7046
1600,"wait",137,54,217,7046
1600,"vac",6,54,217,7046
1600,"obs",15,54,217,7046
1603,"wait",138,54,217,7046
1603,"vac",5,54,217,7046
1603,"obs",15,54,217,7046
1610,"wait",138,54,219,7046
1610,"vac",6,54,219,7046
